date,mandi,variety,modal_price
2024-05-27,Dhamtari,Grade A,2267
2024-05-28,Dhamtari,Grade A,2265
2024-05-29,Dhamtari,Grade A,2240
2024-05-30,Dhamtari,Grade A,2236
2024-05-31,Dhamtari,Grade A,2256
2024-06-01,Dhamtari,Grade A,2265
2024-06-02,Dhamtari,Grade A,2240
2024-06-03,Dhamtari,Grade A,2263
2024-06-04,Dhamtari,Grade A,2256
2024-06-05,Dhamtari,Grade A,2247
2024-06-06,Dhamtari,Grade A,2238
2024-06-07,Dhamtari,Grade A,2251
2024-06-08,Dhamtari,Grade A,2266
2024-06-09,Dhamtari,Grade A,2264
2024-06-10,Dhamtari,Grade A,2285
2024-06-11,Dhamtari,Grade A,2293
2024-06-12,Dhamtari,Grade A,2282
2024-06-13,Dhamtari,Grade A,2284
2024-06-14,Dhamtari,Grade A,2295
2024-06-15,Dhamtari,Grade A,2280
2024-06-16,Dhamtari,Grade A,2301
2024-06-17,Dhamtari,Grade A,2273
2024-06-18,Dhamtari,Grade A,2296
2024-06-19,Dhamtari,Grade A,2305
2024-06-20,Dhamtari,Grade A,2313
2024-06-21,Dhamtari,Grade A,2315
2024-06-22,Dhamtari,Grade A,2302
2024-06-23,Dhamtari,Grade A,2311
2024-06-24,Dhamtari,Grade A,2308
2024-06-25,Dhamtari,Grade A,2297
2024-06-26,Dhamtari,Grade A,2290
2024-06-27,Dhamtari,Grade A,2290
2024-06-28,Dhamtari,Grade A,2282
2024-06-29,Dhamtari,Grade A,2289
2024-06-30,Dhamtari,Grade A,2298
2024-07-01,Dhamtari,Grade A,2251
2024-07-02,Dhamtari,Grade A,2257
2024-07-03,Dhamtari,Grade A,2264
2024-07-04,Dhamtari,Grade A,2274
2024-07-05,Dhamtari,Grade A,2296
2024-07-06,Dhamtari,Grade A,2302
2024-07-07,Dhamtari,Grade A,2311
2024-07-08,Dhamtari,Grade A,2316
2024-07-09,Dhamtari,Grade A,2314
2024-07-10,Dhamtari,Grade A,2296
2024-07-11,Dhamtari,Grade A,2304
2024-07-12,Dhamtari,Grade A,2299
2024-07-13,Dhamtari,Grade A,2292
2024-07-14,Dhamtari,Grade A,2291
2024-07-15,Dhamtari,Grade A,2318
2024-07-16,Dhamtari,Grade A,2312
2024-07-17,Dhamtari,Grade A,2325
2024-07-18,Dhamtari,Grade A,2327
2024-07-19,Dhamtari,Grade A,2339
2024-07-20,Dhamtari,Grade A,2352
2024-07-21,Dhamtari,Grade A,2359
2024-07-22,Dhamtari,Grade A,2364
2024-07-23,Dhamtari,Grade A,2347
2024-07-24,Dhamtari,Grade A,2336
2024-07-25,Dhamtari,Grade A,2318
2024-07-26,Dhamtari,Grade A,2314
2024-07-27,Dhamtari,Grade A,2331
2024-07-28,Dhamtari,Grade A,2333
2024-07-29,Dhamtari,Grade A,2307
2024-07-30,Dhamtari,Grade A,2313
2024-07-31,Dhamtari,Grade A,2306
2024-08-01,Dhamtari,Grade A,2311
2024-08-02,Dhamtari,Grade A,2312
2024-08-03,Dhamtari,Grade A,2325
2024-08-04,Dhamtari,Grade A,2327
2024-08-05,Dhamtari,Grade A,2348
2024-08-06,Dhamtari,Grade A,2352
2024-08-07,Dhamtari,Grade A,2349
2024-08-08,Dhamtari,Grade A,2362
2024-08-09,Dhamtari,Grade A,2367
2024-08-10,Dhamtari,Grade A,2361
2024-08-11,Dhamtari,Grade A,2375
2024-08-12,Dhamtari,Grade A,2375
2024-08-13,Dhamtari,Grade A,2374
2024-08-14,Dhamtari,Grade A,2365
2024-08-15,Dhamtari,Grade A,2362
2024-08-16,Dhamtari,Grade A,2393
2024-08-17,Dhamtari,Grade A,2413
2024-08-18,Dhamtari,Grade A,2418
2024-08-19,Dhamtari,Grade A,2431
2024-08-20,Dhamtari,Grade A,2429
2024-08-21,Dhamtari,Grade A,2422
2024-08-22,Dhamtari,Grade A,2394
2024-08-23,Dhamtari,Grade A,2405
2024-08-24,Dhamtari,Grade A,2416
2024-08-25,Dhamtari,Grade A,2422
2024-08-26,Dhamtari,Grade A,2425
2024-08-27,Dhamtari,Grade A,2427
2024-08-28,Dhamtari,Grade A,2431
2024-08-29,Dhamtari,Grade A,2449
2024-08-30,Dhamtari,Grade A,2490
2024-08-31,Dhamtari,Grade A,2478
2024-09-01,Dhamtari,Grade A,2497
2024-09-02,Dhamtari,Grade A,2483
2024-09-03,Dhamtari,Grade A,2476
2024-09-04,Dhamtari,Grade A,2458
2024-09-05,Dhamtari,Grade A,2472
2024-09-06,Dhamtari,Grade A,2458
2024-09-07,Dhamtari,Grade A,2450
2024-09-08,Dhamtari,Grade A,2460
2024-09-09,Dhamtari,Grade A,2447
2024-09-10,Dhamtari,Grade A,2434
2024-09-11,Dhamtari,Grade A,2405
2024-09-12,Dhamtari,Grade A,2396
2024-09-13,Dhamtari,Grade A,2425
2024-09-14,Dhamtari,Grade A,2427
2024-09-15,Dhamtari,Grade A,2414
2024-09-16,Dhamtari,Grade A,2422
2024-09-17,Dhamtari,Grade A,2430
2024-09-18,Dhamtari,Grade A,2438
2024-09-19,Dhamtari,Grade A,2439
2024-09-20,Dhamtari,Grade A,2425
2024-09-21,Dhamtari,Grade A,2420
2024-09-22,Dhamtari,Grade A,2393
2024-09-23,Dhamtari,Grade A,2414
2024-09-24,Dhamtari,Grade A,2421
2024-09-25,Dhamtari,Grade A,2426
2024-09-26,Dhamtari,Grade A,2435
2024-09-27,Dhamtari,Grade A,2438
2024-09-28,Dhamtari,Grade A,2455
2024-09-29,Dhamtari,Grade A,2447
2024-09-30,Dhamtari,Grade A,2450
2024-10-01,Dhamtari,Grade A,2430
2024-10-02,Dhamtari,Grade A,2405
2024-10-03,Dhamtari,Grade A,2415
2024-10-04,Dhamtari,Grade A,2420
2024-10-05,Dhamtari,Grade A,2422
2024-10-06,Dhamtari,Grade A,2440
2024-10-07,Dhamtari,Grade A,2441
2024-10-08,Dhamtari,Grade A,2467
2024-10-09,Dhamtari,Grade A,2472
2024-10-10,Dhamtari,Grade A,2499
2024-10-11,Dhamtari,Grade A,2505
2024-10-12,Dhamtari,Grade A,2481
2024-10-13,Dhamtari,Grade A,2493
2024-10-14,Dhamtari,Grade A,2493
2024-10-15,Dhamtari,Grade A,2484
2024-10-16,Dhamtari,Grade A,2496
2024-10-17,Dhamtari,Grade A,2490
2024-10-18,Dhamtari,Grade A,2466
2024-10-19,Dhamtari,Grade A,2456
2024-10-20,Dhamtari,Grade A,2459
2024-10-21,Dhamtari,Grade A,2465
2024-10-22,Dhamtari,Grade A,2491
2024-10-23,Dhamtari,Grade A,2497
2024-10-24,Dhamtari,Grade A,2487
2024-10-25,Dhamtari,Grade A,2471
2024-10-26,Dhamtari,Grade A,2494
2024-10-27,Dhamtari,Grade A,2482
2024-10-28,Dhamtari,Grade A,2482
2024-10-29,Dhamtari,Grade A,2483
2024-10-30,Dhamtari,Grade A,2498
2024-10-31,Dhamtari,Grade A,2499
2024-11-01,Dhamtari,Grade A,2508
2024-11-02,Dhamtari,Grade A,2523
2024-11-03,Dhamtari,Grade A,2525
2024-11-04,Dhamtari,Grade A,2522
2024-11-05,Dhamtari,Grade A,2538
2024-11-06,Dhamtari,Grade A,2528
2024-11-07,Dhamtari,Grade A,2507
2024-11-08,Dhamtari,Grade A,2479
2024-11-09,Dhamtari,Grade A,2492
2024-11-10,Dhamtari,Grade A,2499
2024-11-11,Dhamtari,Grade A,2494
2024-11-12,Dhamtari,Grade A,2505
2024-11-13,Dhamtari,Grade A,2538
2024-11-14,Dhamtari,Grade A,2508
2024-11-15,Dhamtari,Grade A,2499
2024-11-16,Dhamtari,Grade A,2506
2024-11-17,Dhamtari,Grade A,2489
2024-11-18,Dhamtari,Grade A,2522
2024-11-19,Dhamtari,Grade A,2539
2024-11-20,Dhamtari,Grade A,2562
2024-11-21,Dhamtari,Grade A,2537
2024-11-22,Dhamtari,Grade A,2545
2024-11-23,Dhamtari,Grade A,2560
2024-11-24,Dhamtari,Grade A,2548
2024-11-25,Dhamtari,Grade A,2556
2024-11-26,Dhamtari,Grade A,2585
2024-11-27,Dhamtari,Grade A,2583
2024-11-28,Dhamtari,Grade A,2602
2024-11-29,Dhamtari,Grade A,2627
2024-11-30,Dhamtari,Grade A,2623
2024-12-01,Dhamtari,Grade A,2624
2024-12-02,Dhamtari,Grade A,2604
2024-12-03,Dhamtari,Grade A,2622
2024-12-04,Dhamtari,Grade A,2616
2024-12-05,Dhamtari,Grade A,2605
2024-12-06,Dhamtari,Grade A,2603
2024-12-07,Dhamtari,Grade A,2616
2024-12-08,Dhamtari,Grade A,2613
2024-12-09,Dhamtari,Grade A,2599
2024-12-10,Dhamtari,Grade A,2593
2024-12-11,Dhamtari,Grade A,2605
2024-12-12,Dhamtari,Grade A,2615
2024-12-13,Dhamtari,Grade A,2609
2024-12-14,Dhamtari,Grade A,2611
2024-12-15,Dhamtari,Grade A,2599
2024-12-16,Dhamtari,Grade A,2617
2024-12-17,Dhamtari,Grade A,2627
2024-12-18,Dhamtari,Grade A,2618
2024-12-19,Dhamtari,Grade A,2634
2024-12-20,Dhamtari,Grade A,2635
2024-12-21,Dhamtari,Grade A,2619
2024-12-22,Dhamtari,Grade A,2619
2024-12-23,Dhamtari,Grade A,2620
2024-12-24,Dhamtari,Grade A,2611
2024-12-25,Dhamtari,Grade A,2603
2024-12-26,Dhamtari,Grade A,2583
2024-12-27,Dhamtari,Grade A,2574
2024-12-28,Dhamtari,Grade A,2560
2024-12-29,Dhamtari,Grade A,2526
2024-12-30,Dhamtari,Grade A,2505
2024-12-31,Dhamtari,Grade A,2532
2025-01-01,Dhamtari,Grade A,2514
2025-01-02,Dhamtari,Grade A,2536
2025-01-03,Dhamtari,Grade A,2560
2025-01-04,Dhamtari,Grade A,2536
2025-01-05,Dhamtari,Grade A,2527
2025-01-06,Dhamtari,Grade A,2508
2025-01-07,Dhamtari,Grade A,2482
2025-01-08,Dhamtari,Grade A,2495
2025-01-09,Dhamtari,Grade A,2503
2025-01-10,Dhamtari,Grade A,2496
2025-01-11,Dhamtari,Grade A,2481
2025-01-12,Dhamtari,Grade A,2481
2025-01-13,Dhamtari,Grade A,2475
2025-01-14,Dhamtari,Grade A,2497
2025-01-15,Dhamtari,Grade A,2514
2025-01-16,Dhamtari,Grade A,2500
2025-01-17,Dhamtari,Grade A,2511
2025-01-18,Dhamtari,Grade A,2516
2025-01-19,Dhamtari,Grade A,2527
2025-01-20,Dhamtari,Grade A,2539
2025-01-21,Dhamtari,Grade A,2538
2025-01-22,Dhamtari,Grade A,2515
2025-01-23,Dhamtari,Grade A,2513
2025-01-24,Dhamtari,Grade A,2498
2025-01-25,Dhamtari,Grade A,2499
2025-01-26,Dhamtari,Grade A,2505
2025-01-27,Dhamtari,Grade A,2500
2025-01-28,Dhamtari,Grade A,2516
2025-01-29,Dhamtari,Grade A,2521
2025-01-30,Dhamtari,Grade A,2502
2025-01-31,Dhamtari,Grade A,2488
2025-02-01,Dhamtari,Grade A,2496
2025-02-02,Dhamtari,Grade A,2520
2025-02-03,Dhamtari,Grade A,2508
2025-02-04,Dhamtari,Grade A,2509
2025-02-05,Dhamtari,Grade A,2507
2025-02-06,Dhamtari,Grade A,2514
2025-02-07,Dhamtari,Grade A,2527
2025-02-08,Dhamtari,Grade A,2518
2025-02-09,Dhamtari,Grade A,2500
2025-02-10,Dhamtari,Grade A,2509
2025-02-11,Dhamtari,Grade A,2488
2025-02-12,Dhamtari,Grade A,2475
2025-02-13,Dhamtari,Grade A,2473
2025-02-14,Dhamtari,Grade A,2484
2025-02-15,Dhamtari,Grade A,2468
2025-02-16,Dhamtari,Grade A,2489
2025-02-17,Dhamtari,Grade A,2477
2025-02-18,Dhamtari,Grade A,2460
2025-02-19,Dhamtari,Grade A,2451
2025-02-20,Dhamtari,Grade A,2439
2025-02-21,Dhamtari,Grade A,2434
2025-02-22,Dhamtari,Grade A,2426
2025-02-23,Dhamtari,Grade A,2438
2025-02-24,Dhamtari,Grade A,2458
2025-02-25,Dhamtari,Grade A,2435
2025-02-26,Dhamtari,Grade A,2462
2025-02-27,Dhamtari,Grade A,2482
2025-02-28,Dhamtari,Grade A,2479
2025-03-01,Dhamtari,Grade A,2511
2025-03-02,Dhamtari,Grade A,2479
2025-03-03,Dhamtari,Grade A,2467
2025-03-04,Dhamtari,Grade A,2452
2025-03-05,Dhamtari,Grade A,2484
2025-03-06,Dhamtari,Grade A,2490
2025-03-07,Dhamtari,Grade A,2510
2025-03-08,Dhamtari,Grade A,2502
2025-03-09,Dhamtari,Grade A,2497
2025-03-10,Dhamtari,Grade A,2462
2025-03-11,Dhamtari,Grade A,2460
2025-03-12,Dhamtari,Grade A,2444
2025-03-13,Dhamtari,Grade A,2461
2025-03-14,Dhamtari,Grade A,2469
2025-03-15,Dhamtari,Grade A,2448
2025-03-16,Dhamtari,Grade A,2449
2025-03-17,Dhamtari,Grade A,2462
2025-03-18,Dhamtari,Grade A,2452
2025-03-19,Dhamtari,Grade A,2467
2025-03-20,Dhamtari,Grade A,2445
2025-03-21,Dhamtari,Grade A,2466
2025-03-22,Dhamtari,Grade A,2437
2025-03-23,Dhamtari,Grade A,2452
2025-03-24,Dhamtari,Grade A,2436
2025-03-25,Dhamtari,Grade A,2442
2025-03-26,Dhamtari,Grade A,2446
2025-03-27,Dhamtari,Grade A,2429
2025-03-28,Dhamtari,Grade A,2427
2025-03-29,Dhamtari,Grade A,2415
2025-03-30,Dhamtari,Grade A,2414
2025-03-31,Dhamtari,Grade A,2404
2025-04-01,Dhamtari,Grade A,2421
2025-04-02,Dhamtari,Grade A,2411
2025-04-03,Dhamtari,Grade A,2435
2025-04-04,Dhamtari,Grade A,2429
2025-04-05,Dhamtari,Grade A,2443
2025-04-06,Dhamtari,Grade A,2431
2025-04-07,Dhamtari,Grade A,2410
2025-04-08,Dhamtari,Grade A,2401
2025-04-09,Dhamtari,Grade A,2384
2025-04-10,Dhamtari,Grade A,2379
2025-04-11,Dhamtari,Grade A,2381
2025-04-12,Dhamtari,Grade A,2395
2025-04-13,Dhamtari,Grade A,2386
2025-04-14,Dhamtari,Grade A,2387
2025-04-15,Dhamtari,Grade A,2390
2025-04-16,Dhamtari,Grade A,2390
2025-04-17,Dhamtari,Grade A,2385
2025-04-18,Dhamtari,Grade A,2379
2025-04-19,Dhamtari,Grade A,2372
2025-04-20,Dhamtari,Grade A,2366
2025-04-21,Dhamtari,Grade A,2353
2025-04-22,Dhamtari,Grade A,2368
2025-04-23,Dhamtari,Grade A,2379
2025-04-24,Dhamtari,Grade A,2368
2025-04-25,Dhamtari,Grade A,2380
2025-04-26,Dhamtari,Grade A,2386
2025-04-27,Dhamtari,Grade A,2383
2025-04-28,Dhamtari,Grade A,2391
2025-04-29,Dhamtari,Grade A,2379
2025-04-30,Dhamtari,Grade A,2393
2025-05-01,Dhamtari,Grade A,2365
2025-05-02,Dhamtari,Grade A,2353
2025-05-03,Dhamtari,Grade A,2368
2025-05-04,Dhamtari,Grade A,2365
2025-05-05,Dhamtari,Grade A,2384
2025-05-06,Dhamtari,Grade A,2390
2025-05-07,Dhamtari,Grade A,2409
2025-05-08,Dhamtari,Grade A,2392
2025-05-09,Dhamtari,Grade A,2382
2025-05-10,Dhamtari,Grade A,2359
2025-05-11,Dhamtari,Grade A,2351
2025-05-12,Dhamtari,Grade A,2343
2025-05-13,Dhamtari,Grade A,2323
2025-05-14,Dhamtari,Grade A,2322
2025-05-15,Dhamtari,Grade A,2314
2025-05-16,Dhamtari,Grade A,2302
2025-05-17,Dhamtari,Grade A,2303
2025-05-18,Dhamtari,Grade A,2278
2025-05-19,Dhamtari,Grade A,2296
2025-05-20,Dhamtari,Grade A,2301
2025-05-21,Dhamtari,Grade A,2284
2025-05-22,Dhamtari,Grade A,2292
2025-05-23,Dhamtari,Grade A,2283
2025-05-24,Dhamtari,Grade A,2265
2025-05-25,Dhamtari,Grade A,2248
2025-05-26,Dhamtari,Grade A,2229
2025-05-27,Dhamtari,Grade A,2251
2025-05-28,Dhamtari,Grade A,2267
2025-05-29,Dhamtari,Grade A,2271
2025-05-30,Dhamtari,Grade A,2282
2025-05-31,Dhamtari,Grade A,2293
2025-06-01,Dhamtari,Grade A,2297
2025-06-02,Dhamtari,Grade A,2319
2025-06-03,Dhamtari,Grade A,2296
2025-06-04,Dhamtari,Grade A,2311
2025-06-05,Dhamtari,Grade A,2301
2025-06-06,Dhamtari,Grade A,2314
2025-06-07,Dhamtari,Grade A,2340
2025-06-08,Dhamtari,Grade A,2343
2025-06-09,Dhamtari,Grade A,2325
2025-06-10,Dhamtari,Grade A,2313
2025-06-11,Dhamtari,Grade A,2313
2025-06-12,Dhamtari,Grade A,2321
2025-06-13,Dhamtari,Grade A,2322
2025-06-14,Dhamtari,Grade A,2318
2025-06-15,Dhamtari,Grade A,2296
2025-06-16,Dhamtari,Grade A,2311
2025-06-17,Dhamtari,Grade A,2325
2025-06-18,Dhamtari,Grade A,2319
2025-06-19,Dhamtari,Grade A,2315
2025-06-20,Dhamtari,Grade A,2326
2025-06-21,Dhamtari,Grade A,2313
2025-06-22,Dhamtari,Grade A,2327
2025-06-23,Dhamtari,Grade A,2334
2025-06-24,Dhamtari,Grade A,2349
2025-06-25,Dhamtari,Grade A,2358
2025-06-26,Dhamtari,Grade A,2367
2025-06-27,Dhamtari,Grade A,2389
2025-06-28,Dhamtari,Grade A,2386
2025-06-29,Dhamtari,Grade A,2379
2025-06-30,Dhamtari,Grade A,2365
2025-07-01,Dhamtari,Grade A,2374
2025-07-02,Dhamtari,Grade A,2371
2025-07-03,Dhamtari,Grade A,2374
2025-07-04,Dhamtari,Grade A,2373
2025-07-05,Dhamtari,Grade A,2383
2025-07-06,Dhamtari,Grade A,2400
2025-07-07,Dhamtari,Grade A,2419
2025-07-08,Dhamtari,Grade A,2432
2025-07-09,Dhamtari,Grade A,2418
2025-07-10,Dhamtari,Grade A,2423
2025-07-11,Dhamtari,Grade A,2422
2025-07-12,Dhamtari,Grade A,2411
2025-07-13,Dhamtari,Grade A,2402
2025-07-14,Dhamtari,Grade A,2386
2025-07-15,Dhamtari,Grade A,2367
2025-07-16,Dhamtari,Grade A,2394
2025-07-17,Dhamtari,Grade A,2402
2025-07-18,Dhamtari,Grade A,2421
2025-07-19,Dhamtari,Grade A,2418
2025-07-20,Dhamtari,Grade A,2400
2025-07-21,Dhamtari,Grade A,2372
2025-07-22,Dhamtari,Grade A,2373
2025-07-23,Dhamtari,Grade A,2388
2025-07-24,Dhamtari,Grade A,2391
2025-07-25,Dhamtari,Grade A,2396
2025-07-26,Dhamtari,Grade A,2374
2025-07-27,Dhamtari,Grade A,2355
2025-07-28,Dhamtari,Grade A,2379
2025-07-29,Dhamtari,Grade A,2408
2025-07-30,Dhamtari,Grade A,2387
2025-07-31,Dhamtari,Grade A,2398
2025-08-01,Dhamtari,Grade A,2393
2025-08-02,Dhamtari,Grade A,2374
2025-08-03,Dhamtari,Grade A,2388
2025-08-04,Dhamtari,Grade A,2410
2025-08-05,Dhamtari,Grade A,2406
2025-08-06,Dhamtari,Grade A,2422
2025-08-07,Dhamtari,Grade A,2436
2025-08-08,Dhamtari,Grade A,2416
2025-08-09,Dhamtari,Grade A,2414
2025-08-10,Dhamtari,Grade A,2393
2025-08-11,Dhamtari,Grade A,2412
2025-08-12,Dhamtari,Grade A,2392
2025-08-13,Dhamtari,Grade A,2384
2025-08-14,Dhamtari,Grade A,2420
2025-08-15,Dhamtari,Grade A,2414
2025-08-16,Dhamtari,Grade A,2442
2025-08-17,Dhamtari,Grade A,2454
2025-08-18,Dhamtari,Grade A,2431
2025-08-19,Dhamtari,Grade A,2420
2025-08-20,Dhamtari,Grade A,2432
2025-08-21,Dhamtari,Grade A,2455
2025-08-22,Dhamtari,Grade A,2441
2025-08-23,Dhamtari,Grade A,2412
2025-08-24,Dhamtari,Grade A,2415
2025-08-25,Dhamtari,Grade A,2445
2025-08-26,Dhamtari,Grade A,2429
2025-08-27,Dhamtari,Grade A,2432
2025-08-28,Dhamtari,Grade A,2477
2025-08-29,Dhamtari,Grade A,2484
2025-08-30,Dhamtari,Grade A,2471
2025-08-31,Dhamtari,Grade A,2519
2025-09-01,Dhamtari,Grade A,2522
2025-09-02,Dhamtari,Grade A,2502
2025-09-03,Dhamtari,Grade A,2512
2025-09-04,Dhamtari,Grade A,2503
2025-09-05,Dhamtari,Grade A,2520
2025-09-06,Dhamtari,Grade A,2521
2025-09-07,Dhamtari,Grade A,2505
2025-09-08,Dhamtari,Grade A,2483
2025-09-09,Dhamtari,Grade A,2507
2025-09-10,Dhamtari,Grade A,2489
2025-09-11,Dhamtari,Grade A,2490
2025-09-12,Dhamtari,Grade A,2508
2025-09-13,Dhamtari,Grade A,2522
2025-09-14,Dhamtari,Grade A,2534
2025-09-15,Dhamtari,Grade A,2550
2025-09-16,Dhamtari,Grade A,2521
2025-09-17,Dhamtari,Grade A,2508
2025-09-18,Dhamtari,Grade A,2516
2025-09-19,Dhamtari,Grade A,2547
2025-09-20,Dhamtari,Grade A,2569
2025-09-21,Dhamtari,Grade A,2561
2025-09-22,Dhamtari,Grade A,2543
2025-09-23,Dhamtari,Grade A,2538
2025-09-24,Dhamtari,Grade A,2530
2025-09-25,Dhamtari,Grade A,2521
2025-09-26,Dhamtari,Grade A,2526
2025-09-27,Dhamtari,Grade A,2515
2025-09-28,Dhamtari,Grade A,2516
2025-09-29,Dhamtari,Grade A,2550
2025-09-30,Dhamtari,Grade A,2550
2025-10-01,Dhamtari,Grade A,2512
2025-10-02,Dhamtari,Grade A,2508
2025-10-03,Dhamtari,Grade A,2539
2025-10-04,Dhamtari,Grade A,2550
2025-10-05,Dhamtari,Grade A,2559
2025-10-06,Dhamtari,Grade A,2558
2025-10-07,Dhamtari,Grade A,2532
2025-10-08,Dhamtari,Grade A,2538
2025-10-09,Dhamtari,Grade A,2513
2025-10-10,Dhamtari,Grade A,2485
2025-10-11,Dhamtari,Grade A,2483
2025-10-12,Dhamtari,Grade A,2495
2025-10-13,Dhamtari,Grade A,2489
2025-10-14,Dhamtari,Grade A,2522
2025-10-15,Dhamtari,Grade A,2556
2025-10-16,Dhamtari,Grade A,2567
2025-10-17,Dhamtari,Grade A,2587
2025-10-18,Dhamtari,Grade A,2574
2025-10-19,Dhamtari,Grade A,2573
2025-10-20,Dhamtari,Grade A,2564
2025-10-21,Dhamtari,Grade A,2533
2025-10-22,Dhamtari,Grade A,2544
2025-10-23,Dhamtari,Grade A,2532
2025-10-24,Dhamtari,Grade A,2520
2025-10-25,Dhamtari,Grade A,2522
2025-10-26,Dhamtari,Grade A,2538
2025-10-27,Dhamtari,Grade A,2562
2025-10-28,Dhamtari,Grade A,2562
2025-10-29,Dhamtari,Grade A,2579
2025-10-30,Dhamtari,Grade A,2571
2025-10-31,Dhamtari,Grade A,2579
2025-11-01,Dhamtari,Grade A,2584
2025-11-02,Dhamtari,Grade A,2580
2025-11-03,Dhamtari,Grade A,2576
2025-11-04,Dhamtari,Grade A,2604
2025-11-05,Dhamtari,Grade A,2599
2025-11-06,Dhamtari,Grade A,2597
2025-11-07,Dhamtari,Grade A,2591
2025-11-08,Dhamtari,Grade A,2573
2025-11-09,Dhamtari,Grade A,2587
2025-11-10,Dhamtari,Grade A,2560
2025-11-11,Dhamtari,Grade A,2545
2025-11-12,Dhamtari,Grade A,2547
2025-11-13,Dhamtari,Grade A,2553
2025-11-14,Dhamtari,Grade A,2531
2025-11-15,Dhamtari,Grade A,2519
2025-11-16,Dhamtari,Grade A,2488
2025-11-17,Dhamtari,Grade A,2500
2025-11-18,Dhamtari,Grade A,2509
2025-11-19,Dhamtari,Grade A,2491
2025-11-20,Dhamtari,Grade A,2509
2025-11-21,Dhamtari,Grade A,2535
2025-11-22,Dhamtari,Grade A,2538
2025-11-23,Dhamtari,Grade A,2546
2025-11-24,Dhamtari,Grade A,2547
2025-11-25,Dhamtari,Grade A,2575
2025-11-26,Dhamtari,Grade A,2577
2025-11-27,Dhamtari,Grade A,2566
2025-11-28,Dhamtari,Grade A,2527
2025-11-29,Dhamtari,Grade A,2537
2025-11-30,Dhamtari,Grade A,2529
2025-12-01,Dhamtari,Grade A,2539
2025-12-02,Dhamtari,Grade A,2557
2025-12-03,Dhamtari,Grade A,2562
2025-12-04,Dhamtari,Grade A,2587
2025-12-05,Dhamtari,Grade A,2574
2025-12-06,Dhamtari,Grade A,2600
2025-12-07,Dhamtari,Grade A,2588
2025-12-08,Dhamtari,Grade A,2620
2025-12-09,Dhamtari,Grade A,2626
2025-12-10,Dhamtari,Grade A,2648
2025-12-11,Dhamtari,Grade A,2638
2025-12-12,Dhamtari,Grade A,2638
2025-12-13,Dhamtari,Grade A,2632
2025-12-14,Dhamtari,Grade A,2625
2025-12-15,Dhamtari,Grade A,2613
2025-12-16,Dhamtari,Grade A,2624
2025-12-17,Dhamtari,Grade A,2618
2025-12-18,Dhamtari,Grade A,2610
2025-12-19,Dhamtari,Grade A,2610
2025-12-20,Dhamtari,Grade A,2586
2025-12-21,Dhamtari,Grade A,2586
2025-12-22,Dhamtari,Grade A,2590
2025-12-23,Dhamtari,Grade A,2587
2025-12-24,Dhamtari,Grade A,2582
2025-12-25,Dhamtari,Grade A,2597
2025-12-26,Dhamtari,Grade A,2592
2025-12-27,Dhamtari,Grade A,2573
2025-12-28,Dhamtari,Grade A,2586
2025-12-29,Dhamtari,Grade A,2592
2025-12-30,Dhamtari,Grade A,2584
2025-12-31,Dhamtari,Grade A,2583
2022-01-01,Bilaspur,Common,2271
2022-01-02,Bilaspur,Common,2279
2022-01-03,Bilaspur,Common,2290
2022-01-04,Bilaspur,Common,2295
2022-01-05,Bilaspur,Common,2302
2022-01-06,Bilaspur,Common,2283
2022-01-07,Bilaspur,Common,2302
2022-01-08,Bilaspur,Common,2302
2022-01-09,Bilaspur,Common,2279
2022-01-10,Bilaspur,Common,2306
2022-01-11,Bilaspur,Common,2326
2022-01-12,Bilaspur,Common,2327
2022-01-13,Bilaspur,Common,2286
2022-01-14,Bilaspur,Common,2300
2022-01-15,Bilaspur,Common,2283
2022-01-16,Bilaspur,Common,2274
2022-01-17,Bilaspur,Common,2253
2022-01-18,Bilaspur,Common,2261
2022-01-19,Bilaspur,Common,2263
2022-01-20,Bilaspur,Common,2259
2022-01-21,Bilaspur,Common,2277
2022-01-22,Bilaspur,Common,2289
2022-01-23,Bilaspur,Common,2295
2022-01-24,Bilaspur,Common,2300
2022-01-25,Bilaspur,Common,2297
2022-01-26,Bilaspur,Common,2294
2022-01-27,Bilaspur,Common,2321
2022-01-28,Bilaspur,Common,2324
2022-01-29,Bilaspur,Common,2346
2022-01-30,Bilaspur,Common,2353
2022-01-31,Bilaspur,Common,2329
2022-02-01,Bilaspur,Common,2310
2022-02-02,Bilaspur,Common,2310
2022-02-03,Bilaspur,Common,2288
2022-02-04,Bilaspur,Common,2299
2022-02-05,Bilaspur,Common,2265
2022-02-06,Bilaspur,Common,2281
2022-02-07,Bilaspur,Common,2278
2022-02-08,Bilaspur,Common,2253
2022-02-09,Bilaspur,Common,2247
2022-02-10,Bilaspur,Common,2269
2022-02-11,Bilaspur,Common,2292
2022-02-12,Bilaspur,Common,2289
2022-02-13,Bilaspur,Common,2277
2022-02-14,Bilaspur,Common,2280
2022-02-15,Bilaspur,Common,2288
2022-02-16,Bilaspur,Common,2283
2022-02-17,Bilaspur,Common,2306
2022-02-18,Bilaspur,Common,2307
2022-02-19,Bilaspur,Common,2300
2022-02-20,Bilaspur,Common,2302
2022-02-21,Bilaspur,Common,2252
2022-02-22,Bilaspur,Common,2270
2022-02-23,Bilaspur,Common,2265
2022-02-24,Bilaspur,Common,2249
2022-02-25,Bilaspur,Common,2248
